customer_id,product_id,sales_transaction_date,,dealership_id,,,,,,,,,,
4554,7,31-12-2017 00:00,12:54:00,2,,,,,,,,,,
4747,7,07-03-2019 00:00,13:37:00,19,,,,,,,,,,
4827,7,13-05-2018 00:00,11:17:00,9,,,,,,,,,,
5078,7,24-11-2017 00:00,19:12:00,,,,,,,,,,,
5143,7,01-11-2018 00:00,07:32:00,1,,,,,,,,,,
5412,7,09-02-2018 00:00,01:16:00,16,,,,,,,,,,
5416,7,25-10-2018 00:00,11:21:00,,,,,,,,,,,
5891,7,07-09-2018 00:00,03:53:00,11,,,,,,,,,,
6143,7,16-03-2019 00:00,05:08:00,4,,,,,,,,,,
6262,7,16-02-2018 00:00,09:31:00,,,,,,,,,,,
6413,7,16-12-2017 00:00,06:46:00,18,,,,,,,,,,
6533,7,01-09-2017 00:00,15:14:00,,,,,,,,,,,
6867,7,26-02-2017 00:00,17:45:00,,,,,,,,,,,
7050,7,28-01-2019 00:00,21:14:00,6,,,,,,,,,,
7195,7,10-06-2017 00:00,07:55:00,,,,,,,,,,,
7254,7,09-02-2017 00:00,14:22:00,18,,,,,,,,,,
7622,7,15-03-2017 00:00,16:47:00,8,,,,,,,,,,
7691,7,11-03-2017 00:00,23:31:00,11,,,,,,,,,,
7756,7,17-03-2019 00:00,08:45:00,15,,,,,,,,,,
7777,7,18-06-2018 00:00,07:42:00,18,,,,,,,,,,
7821,7,01-06-2018 00:00,11:58:00,,,,,,,,,,,
7899,7,02-02-2018 00:00,23:05:00,,,,,,,,,,,
7941,7,02-07-2018 00:00,12:12:00,20,,,,,,,,,,
8044,7,16-06-2017 00:00,09:31:00,,,,,,,,,,,
8564,7,02-05-2019 00:00,08:47:00,8,,,,,,,,,,
8661,7,14-03-2019 00:00,22:34:00,14,,,,,,,,,,
8839,7,28-05-2018 00:00,21:07:00,6,,,,,,,,,,
9029,7,01-03-2018 00:00,18:59:00,,,,,,,,,,,
9167,7,26-04-2017 00:00,14:16:00,,,,,,,,,,,
9243,7,27-08-2018 00:00,12:36:00,6,,,,,,,,,,
9651,7,14-03-2018 00:00,09:04:00,,,,,,,,,,,
9739,7,19-09-2017 00:00,14:57:00,,,,,,,,,,,
9851,7,17-02-2019 00:00,06:47:00,,,,,,,,,,,
10396,7,28-09-2017 00:00,07:18:00,11,,,,,,,,,,
10732,7,14-12-2016 00:00,17:00:00,,,,,,,,,,,
10766,7,06-09-2017 00:00,21:37:00,,,,,,,,,,,
10777,7,23-10-2018 00:00,20:03:00,18,,,,,,,,,,
10808,7,17-07-2017 00:00,23:17:00,12,,,,,,,,,,
10899,7,30-03-2018 00:00,09:36:00,2,,,,,,,,,,
10939,7,05-03-2017 00:00,04:11:00,,,,,,,,,,,
11015,7,14-09-2018 00:00,04:31:00,,,,,,,,,,,
11275,7,11-01-2019 00:00,16:02:00,5,,,,,,,,,,
11340,7,06-03-2018 00:00,22:09:00,5,,,,,,,,,,
11609,7,03-02-2018 00:00,19:36:00,13,,,,,,,,,,
11816,7,01-07-2017 00:00,01:27:00,,,,,,,,,,,
12007,7,06-08-2018 00:00,23:56:00,18,,,,,,,,,,
12042,7,20-11-2018 00:00,05:06:00,17,,,,,,,,,,
12106,7,22-02-2018 00:00,22:03:00,,,,,,,,,,,
12372,7,29-11-2016 00:00,16:50:00,10,,,,,,,,,,
12761,7,18-11-2017 00:00,12:08:00,3,,,,,,,,,,
13082,7,11-06-2018 00:00,04:11:00,19,,,,,,,,,,
13262,7,23-03-2018 00:00,20:52:00,11,,,,,,,,,,
13529,7,07-05-2019 00:00,15:45:00,5,,,,,,,,,,
13645,7,15-10-2017 00:00,17:20:00,,,,,,,,,,,
13858,7,15-01-2017 00:00,11:18:00,16,,,,,,,,,,
14226,7,19-07-2018 00:00,02:21:00,9,,,,,,,,,,
14292,7,27-08-2018 00:00,06:46:00,8,,,,,,,,,,
14383,7,10-11-2018 00:00,00:58:00,,,,,,,,,,,
14414,7,03-09-2018 00:00,03:16:00,,,,,,,,,,,
14435,7,17-08-2017 00:00,22:03:00,18,,,,,,,,,,
14700,7,13-10-2018 00:00,07:25:00,15,,,,,,,,,,
14707,7,18-10-2018 00:00,15:21:00,15,,,,,,,,,,
14993,7,04-11-2018 00:00,03:03:00,,,,,,,,,,,
15109,7,26-06-2018 00:00,22:10:00,12,,,,,,,,,,
15117,7,04-04-2017 00:00,22:12:00,7,,,,,,,,,,
15399,7,01-10-2017 00:00,19:53:00,13,,,,,,,,,,
15448,7,12-06-2017 00:00,01:54:00,2,,,,,,,,,,
16034,7,05-08-2018 00:00,05:51:00,,,,,,,,,,,
16205,7,12-02-2018 00:00,00:15:00,,,,,,,,,,,
16207,7,05-11-2018 00:00,03:32:00,18,,,,,,,,,,
16294,7,24-03-2017 00:00,07:36:00,,,,,,,,,,,
16565,7,04-10-2018 00:00,05:28:00,,,,,,,,,,,
16903,7,22-01-2017 00:00,15:37:00,6,,,,,,,,,,
16820,7,30-04-2019 00:00,01:18:00,10,,,,,,,,,,
16889,7,23-10-2018 00:00,16:30:00,,,,,,,,,,,
16933,7,07-08-2018 00:00,14:32:00,16,,,,,,,,,,
17000,7,26-05-2017 00:00,23:54:00,,,,,,,,,,,
17094,7,17-03-2019 00:00,10:49:00,16,,,,,,,,,,
17325,7,24-10-2016 00:00,04:12:00,,,,,,,,,,,
17601,7,09-04-2017 00:00,15:01:00,13,,,,,,,,,,
17660,7,18-01-2018 00:00,14:16:00,8,,,,,,,,,,
17667,7,19-11-2016 00:00,18:23:00,3,,,,,,,,,,
18039,7,18-08-2017 00:00,22:16:00,5,,,,,,,,,,
18096,7,28-10-2017 00:00,03:37:00,,,,,,,,,,,
18209,7,16-06-2017 00:00,23:20:00,,,,,,,,,,,
18546,7,12-12-2017 00:00,04:40:00,,,,,,,,,,,
18724,7,22-05-2019 00:00,22:46:00,4,,,,,,,,,,
18822,7,24-02-2018 00:00,20:25:00,18,,,,,,,,,,
18856,7,27-06-2018 00:00,18:28:00,4,,,,,,,,,,
18856,7,10-12-2018 00:00,22:37:00,,,,,,,,,,,
19132,7,20-11-2018 00:00,04:43:00,9,,,,,,,,,,
19153,7,24-05-2019 00:00,16:07:00,11,,,,,,,,,,
19375,7,05-01-2017 00:00,02:41:00,3,,,,,,,,,,
19678,7,07-07-2018 00:00,21:44:00,2,,,,,,,,,,
19849,7,06-07-2018 00:00,09:40:00,,,,,,,,,,,
19928,7,08-04-2019 00:00,10:39:00,5,,,,,,,,,,
20092,7,07-08-2017 00:00,14:45:00,,,,,,,,,,,
20262,7,20-04-2017 00:00,02:34:00,,,,,,,,,,,
20275,7,08-01-2018 00:00,11:11:00,11,,,,,,,,,,
20343,7,22-03-2017 00:00,05:08:00,19,,,,,,,,,,
20451,7,28-11-2017 00:00,06:55:00,7,,,,,,,,,,
20481,7,01-05-2018 00:00,04:05:00,1,,,,,,,,,,
20586,7,12-10-2018 00:00,15:18:00,,,,,,,,,,,
20600,7,03-07-2018 00:00,03:42:00,5,,,,,,,,,,
20694,7,26-05-2017 00:00,01:21:00,8,,,,,,,,,,
20766,7,31-10-2017 00:00,02:44:00,3,,,,,,,,,,
20843,7,26-12-2016 00:00,22:42:00,,,,,,,,,,,
21137,7,24-06-2018 00:00,02:33:00,,,,,,,,,,,
21169,7,18-11-2016 00:00,08:25:00,17,,,,,,,,,,
21194,7,23-09-2017 00:00,13:58:00,,,,,,,,,,,
21355,7,04-08-2017 00:00,12:56:00,,,,,,,,,,,
21817,7,16-08-2017 00:00,09:12:00,18,,,,,,,,,,
22768,7,27-10-2018 00:00,12:12:00,12,,,,,,,,,,
22894,7,06-12-2017 00:00,10:03:00,,,,,,,,,,,
22927,7,06-06-2018 00:00,03:52:00,16,,,,,,,,,,
22987,7,19-11-2018 00:00,12:10:00,10,,,,,,,,,,
23155,7,09-04-2018 00:00,04:01:00,10,,,,,,,,,,
23202,7,15-05-2019 00:00,10:52:00,6,,,,,,,,,,
23336,7,14-01-2019 00:00,11:34:00,1,,,,,,,,,,
23417,7,10-02-2018 00:00,14:09:00,,,,,,,,,,,
23436,7,23-02-2019 00:00,23:48:00,11,,,,,,,,,,
23481,7,07-09-2018 00:00,21:41:00,,,,,,,,,,,
23950,7,06-11-2016 00:00,05:45:00,,,,,,,,,,,
24066,7,28-12-2017 00:00,15:10:00,,,,,,,,,,,
24147,7,20-08-2018 00:00,23:01:00,,,,,,,,,,,
24255,7,21-10-2018 00:00,15:32:00,,,,,,,,,,,
24561,7,26-07-2018 00:00,01:59:00,13,,,,,,,,,,
24758,7,17-05-2017 00:00,07:41:00,2,,,,,,,,,,
24768,7,16-05-2017 00:00,22:08:00,20,,,,,,,,,,
25269,7,07-09-2018 00:00,22:59:00,,,,,,,,,,,
25309,7,17-08-2018 00:00,07:54:00,19,,,,,,,,,,
25413,7,18-04-2017 00:00,11:07:00,3,,,,,,,,,,
25437,7,19-06-2018 00:00,14:06:00,12,,,,,,,,,,
25638,7,29-08-2017 00:00,23:35:00,15,,,,,,,,,,
25916,7,12-03-2019 00:00,06:37:00,16,,,,,,,,,,
25982,7,14-04-2017 00:00,01:01:00,1,,,,,,,,,,
26000,7,07-04-2018 00:00,22:32:00,,,,,,,,,,,
26010,7,22-05-2018 00:00,02:52:00,3,,,,,,,,,,
26214,7,10-02-2018 00:00,22:40:00,18,,,,,,,,,,
26403,7,28-03-2019 00:00,13:40:00,,,,,,,,,,,
26426,7,13-12-2018 00:00,17:46:00,12,,,,,,,,,,
26519,7,15-11-2017 00:00,05:42:00,,,,,,,,,,,
26594,7,25-06-2018 00:00,14:54:00,17,,,,,,,,,,
26949,7,13-08-2017 00:00,10:24:00,8,,,,,,,,,,
27265,7,13-07-2018 00:00,13:06:00,3,,,,,,,,,,
27689,7,18-04-2018 00:00,03:10:00,10,,,,,,,,,,
27800,7,09-08-2018 00:00,18:02:00,8,,,,,,,,,,
27819,7,19-11-2017 00:00,04:26:00,,,,,,,,,,,
27983,7,20-05-2017 00:00,00:10:00,4,,,,,,,,,,
28432,7,13-03-2019 00:00,14:40:00,,,,,,,,,,,
28444,7,29-05-2018 00:00,19:18:00,10,,,,,,,,,,
28445,7,22-03-2019 00:00,11:40:00,,,,,,,,,,,
28622,7,18-09-2017 00:00,02:19:00,,,,,,,,,,,
28796,7,09-07-2017 00:00,06:54:00,18,,,,,,,,,,
28980,7,09-05-2018 00:00,05:17:00,11,,,,,,,,,,
29216,7,10-05-2017 00:00,12:23:00,11,,,,,,,,,,
29227,7,16-05-2018 00:00,10:44:00,12,,,,,,,,,,
29233,7,13-04-2019 00:00,04:58:00,17,,,,,,,,,,
29259,7,24-10-2017 00:00,07:59:00,,,,,,,,,,,
29264,7,10-07-2018 00:00,21:53:00,10,,,,,,,,,,
29362,7,27-02-2019 00:00,08:25:00,4,,,,,,,,,,
29364,7,30-04-2018 00:00,23:49:00,10,,,,,,,,,,
29451,7,29-11-2017 00:00,01:21:00,10,,,,,,,,,,
29570,7,27-05-2019 00:00,05:37:00,13,,,,,,,,,,
29711,7,21-09-2018 00:00,14:58:00,9,,,,,,,,,,
29778,7,09-01-2019 00:00,16:06:00,11,,,,,,,,,,
29846,7,07-05-2017 00:00,10:35:00,,,,,,,,,,,
29901,7,12-09-2018 00:00,17:24:00,1,,,,,,,,,,
30192,7,17-10-2017 00:00,06:56:00,18,,,,,,,,,,
30452,7,30-03-2018 00:00,11:56:00,10,,,,,,,,,,
30501,7,23-07-2018 00:00,14:04:00,,,,,,,,,,,
30543,7,24-01-2019 00:00,19:57:00,,,,,,,,,,,
30559,7,22-12-2016 00:00,11:05:00,,,,,,,,,,,
30641,7,02-11-2018 00:00,21:16:00,,,,,,,,,,,
30649,7,27-10-2016 00:00,05:29:00,,,,,,,,,,,
31049,7,24-05-2019 00:00,18:09:00,10,,,,,,,,,,
31142,7,18-11-2018 00:00,01:36:00,5,,,,,,,,,,
31147,7,24-01-2017 00:00,16:07:00,7,,,,,,,,,,
31447,7,26-11-2018 00:00,04:34:00,,,,,,,,,,,
31473,7,22-11-2016 00:00,10:51:00,3,,,,,,,,,,
31620,7,18-12-2018 00:00,05:42:00,,,,,,,,,,,
31794,7,10-02-2017 00:00,09:08:00,1,,,,,,,,,,
32061,7,16-11-2018 00:00,01:44:00,17,,,,,,,,,,
32451,7,07-04-2019 00:00,12:20:00,10,,,,,,,,,,
32512,7,25-06-2018 00:00,20:09:00,19,,,,,,,,,,
32751,7,18-09-2017 00:00,23:30:00,1,,,,,,,,,,
32805,7,11-10-2017 00:00,06:40:00,,,,,,,,,,,
32841,7,10-06-2017 00:00,22:24:00,10,,,,,,,,,,
32906,7,05-04-2018 00:00,04:49:00,,,,,,,,,,,
32933,7,26-06-2017 00:00,15:46:00,,,,,,,,,,,
33010,7,04-05-2019 00:00,14:35:00,17,,,,,,,,,,
33361,7,26-06-2017 00:00,13:04:00,,,,,,,,,,,
33374,7,03-11-2018 00:00,06:03:00,,,,,,,,,,,
33629,7,30-03-2017 00:00,07:38:00,,,,,,,,,,,
33723,7,17-09-2017 00:00,09:03:00,6,,,,,,,,,,
33791,7,13-11-2018 00:00,06:20:00,3,,,,,,,,,,
33973,7,12-03-2019 00:00,23:43:00,14,,,,,,,,,,
34009,7,12-01-2019 00:00,18:48:00,1,,,,,,,,,,
34181,7,26-08-2018 00:00,04:46:00,17,,,,,,,,,,
34535,7,25-06-2017 00:00,23:55:00,11,,,,,,,,,,
34610,7,04-06-2018 00:00,07:21:00,14,,,,,,,,,,
34613,7,22-09-2018 00:00,22:22:00,,,,,,,,,,,
34748,7,29-08-2017 00:00,19:52:00,,,,,,,,,,,
34866,7,03-05-2019 00:00,14:00:00,,,,,,,,,,,
34965,7,05-07-2017 00:00,17:13:00,14,,,,,,,,,,
35406,7,07-07-2018 00:00,05:09:00,,,,,,,,,,,
35472,7,17-01-2019 00:00,16:58:00,,,,,,,,,,,
35555,7,31-10-2017 00:00,01:32:00,,,,,,,,,,,
35557,7,23-08-2017 00:00,23:32:00,10,,,,,,,,,,
35699,7,06-03-2017 00:00,20:51:00,,,,,,,,,,,
35884,7,22-05-2018 00:00,22:54:00,,,,,,,,,,,
35906,7,27-01-2017 00:00,09:46:00,,,,,,,,,,,
35938,7,12-07-2017 00:00,14:43:00,19,,,,,,,,,,
35984,7,27-10-2018 00:00,12:53:00,19,,,,,,,,,,
36020,7,16-11-2017 00:00,06:17:00,11,,,,,,,,,,
36130,7,24-04-2017 00:00,08:43:00,18,,,,,,,,,,
36312,7,11-02-2018 00:00,22:53:00,1,,,,,,,,,,
36365,7,28-07-2017 00:00,20:24:00,7,,,,,,,,,,
36478,7,26-08-2018 00:00,12:37:00,11,,,,,,,,,,
36577,7,28-05-2017 00:00,13:48:00,,,,,,,,,,,
36601,7,11-05-2019 00:00,08:09:00,,,,,,,,,,,
36683,7,21-04-2019 00:00,21:19:00,2,,,,,,,,,,
36738,7,06-06-2018 00:00,14:48:00,,,,,,,,,,,
37088,7,31-05-2018 00:00,10:53:00,,,,,,,,,,,
37219,7,19-01-2019 00:00,07:44:00,8,,,,,,,,,,
37361,7,14-07-2018 00:00,01:14:00,1,,,,,,,,,,
37434,7,25-12-2016 00:00,09:22:00,12,,,,,,,,,,
37525,7,20-03-2018 00:00,23:23:00,14,,,,,,,,,,
37553,7,23-02-2018 00:00,19:09:00,5,,,,,,,,,,
37626,7,19-10-2016 00:00,18:45:00,,,,,,,,,,,
37667,7,28-01-2017 00:00,13:02:00,18,,,,,,,,,,
37725,7,03-12-2016 00:00,06:41:00,1,,,,,,,,,,
37762,7,24-09-2018 00:00,05:01:00,,,,,,,,,,,
38096,7,03-12-2016 00:00,05:32:00,,,,,,,,,,,
38144,7,25-05-2017 00:00,22:01:00,4,,,,,,,,,,
38203,7,26-03-2019 00:00,02:28:00,4,,,,,,,,,,
38224,7,29-08-2018 00:00,01:59:00,16,,,,,,,,,,
38302,7,14-04-2019 00:00,15:28:00,,,,,,,,,,,
38338,7,15-03-2019 00:00,01:17:00,7,,,,,,,,,,
39032,7,08-11-2016 00:00,01:08:00,1,,,,,,,,,,
39038,7,18-01-2019 00:00,07:24:00,16,,,,,,,,,,
39295,7,05-04-2019 00:00,17:42:00,12,,,,,,,,,,
39448,7,21-12-2018 00:00,21:13:00,,,,,,,,,,,
39509,7,22-05-2018 00:00,10:28:00,1,,,,,,,,,,
39728,7,04-12-2018 00:00,22:23:00,5,,,,,,,,,,
39739,7,22-05-2017 00:00,20:49:00,2,,,,,,,,,,
39829,7,24-05-2017 00:00,10:49:00,,,,,,,,,,,
39918,7,19-04-2019 00:00,14:20:00,15,,,,,,,,,,
39947,7,05-04-2019 00:00,12:38:00,11,,,,,,,,,,
40027,7,22-10-2017 00:00,19:31:00,15,,,,,,,,,,
40153,7,27-09-2017 00:00,11:38:00,20,,,,,,,,,,
40409,7,15-05-2019 00:00,07:17:00,1,,,,,,,,,,
40593,7,29-06-2018 00:00,00:12:00,10,,,,,,,,,,
40601,7,19-04-2019 00:00,14:50:00,4,,,,,,,,,,
40756,7,11-12-2017 00:00,21:05:00,,,,,,,,,,,
40902,7,28-11-2016 00:00,08:32:00,,,,,,,,,,,
40933,7,23-04-2018 00:00,15:32:00,18,,,,,,,,,,
41049,7,24-03-2019 00:00,05:21:00,3,,,,,,,,,,
41158,7,08-03-2017 00:00,19:38:00,,,,,,,,,,,
41263,7,31-03-2017 00:00,10:23:00,10,,,,,,,,,,
41506,7,04-10-2017 00:00,05:46:00,,,,,,,,,,,
41738,7,02-11-2018 00:00,00:08:00,10,,,,,,,,,,
41840,7,19-01-2019 00:00,14:05:00,,,,,,,,,,,
41856,7,10-06-2018 00:00,10:25:00,16,,,,,,,,,,
41873,7,10-12-2017 00:00,04:23:00,7,,,,,,,,,,
41890,7,26-10-2018 00:00,23:34:00,,,,,,,,,,,
42441,7,08-04-2017 00:00,04:16:00,,,,,,,,,,,
42555,7,07-08-2017 00:00,16:50:00,,,,,,,,,,,
42837,7,12-07-2017 00:00,19:04:00,9,,,,,,,,,,
43053,7,19-04-2019 00:00,15:10:00,,,,,,,,,,,
43137,7,15-06-2017 00:00,04:27:00,7,,,,,,,,,,
43243,7,30-11-2018 00:00,19:23:00,,,,,,,,,,,
43329,7,02-09-2018 00:00,19:52:00,2,,,,,,,,,,
43426,7,21-06-2018 00:00,18:08:00,2,,,,,,,,,,
43464,7,22-02-2019 00:00,07:25:00,10,,,,,,,,,,
43566,7,02-03-2017 00:00,21:21:00,19,,,,,,,,,,
43796,7,02-06-2018 00:00,09:59:00,,,,,,,,,,,
43819,7,14-09-2018 00:00,05:53:00,,,,,,,,,,,
43995,7,14-11-2017 00:00,10:01:00,12,,,,,,,,,,
44007,7,20-04-2019 00:00,22:45:00,9,,,,,,,,,,
44200,7,27-04-2017 00:00,13:53:00,,,,,,,,,,,
44239,7,15-05-2019 00:00,10:05:00,19,,,,,,,,,,
44321,7,24-06-2018 00:00,04:20:00,,,,,,,,,,,
44466,7,13-10-2018 00:00,03:30:00,10,,,,,,,,,,
44550,7,12-07-2017 00:00,10:05:00,,,,,,,,,,,
44664,7,21-01-2018 00:00,11:53:00,14,,,,,,,,,,
44835,7,04-01-2018 00:00,01:27:00,,,,,,,,,,,
45122,7,22-08-2017 00:00,13:54:00,,,,,,,,,,,
45537,7,24-09-2018 00:00,06:09:00,,,,,,,,,,,
45644,7,20-04-2018 00:00,07:45:00,8,,,,,,,,,,
45654,7,20-05-2019 00:00,10:51:00,12,,,,,,,,,,
45737,7,25-01-2019 00:00,13:53:00,12,,,,,,,,,,
45797,7,19-07-2018 00:00,14:19:00,,,,,,,,,,,
45876,7,28-07-2017 00:00,10:41:00,,,,,,,,,,,
46217,7,11-08-2017 00:00,20:29:00,1,,,,,,,,,,
46561,7,06-07-2018 00:00,19:36:00,18,,,,,,,,,,
46634,7,28-05-2019 00:00,21:28:00,6,,,,,,,,,,
46874,7,26-04-2017 00:00,06:28:00,,,,,,,,,,,
47079,7,26-05-2018 00:00,13:17:00,7,,,,,,,,,,
47102,7,08-04-2019 00:00,13:59:00,7,,,,,,,,,,
47433,7,10-10-2018 00:00,05:01:00,,,,,,,,,,,
47568,7,18-07-2017 00:00,09:36:00,18,,,,,,,,,,
47921,7,12-02-2017 00:00,22:19:00,,,,,,,,,,,
48141,7,08-05-2017 00:00,20:44:00,,,,,,,,,,,
48406,7,19-04-2019 00:00,12:08:00,,,,,,,,,,,
48519,7,05-02-2018 00:00,18:15:00,,,,,,,,,,,
48621,7,25-11-2017 00:00,22:37:00,19,,,,,,,,,,
48789,7,28-12-2017 00:00,23:36:00,9,,,,,,,,,,
48816,7,10-01-2019 00:00,17:48:00,16,,,,,,,,,,
48861,7,23-02-2019 00:00,05:12:00,10,,,,,,,,,,
48874,7,01-02-2017 00:00,18:53:00,16,,,,,,,,,,
48942,7,28-10-2017 00:00,21:23:00,9,,,,,,,,,,
49079,7,12-12-2017 00:00,08:40:00,18,,,,,,,,,,
49090,7,06-04-2019 00:00,02:02:00,18,,,,,,,,,,
49110,7,04-04-2018 00:00,06:08:00,,,,,,,,,,,
49405,7,15-03-2018 00:00,14:59:00,7,,,,,,,,,,
49825,7,30-01-2018 00:00,14:24:00,11,,,,,,,,,,
49859,7,09-09-2018 00:00,09:12:00,,,,,,,,,,,
49927,7,25-04-2018 00:00,02:37:00,18,,,,,,,,,,
12,7,17-11-2017 00:00,18:19:00,,,,,,,,,,,
99,7,15-07-2018 00:00,08:29:00,20,,,,,,,,,,
110,7,08-08-2018 00:00,09:46:00,10,,,,,,,,,,
173,7,12-11-2017 00:00,21:26:00,,,,,,,,,,,
320,7,13-05-2017 00:00,19:47:00,7,,,,,,,,,,
452,7,17-06-2017 00:00,12:55:00,,,,,,,,,,,
487,7,19-03-2018 00:00,23:48:00,,,,,,,,,,,
582,7,19-12-2016 00:00,22:45:00,10,,,,,,,,,,
660,7,08-01-2019 00:00,05:10:00,,,,,,,,,,,
964,7,14-12-2016 00:00,03:17:00,,,,,,,,,,,
964,7,23-09-2018 00:00,11:59:00,,,,,,,,,,,
1265,7,05-04-2018 00:00,03:14:00,2,,,,,,,,,,
1266,7,06-06-2018 00:00,23:16:00,8,,,,,,,,,,
1283,7,02-05-2017 00:00,21:50:00,11,,,,,,,,,,
1358,7,17-11-2016 00:00,16:56:00,,,,,,,,,,,
1362,7,19-12-2016 00:00,11:51:00,5,,,,,,,,,,
1614,7,22-07-2018 00:00,22:51:00,12,,,,,,,,,,
1721,7,28-01-2017 00:00,09:40:00,,,,,,,,,,,
1723,7,28-08-2017 00:00,20:11:00,15,,,,,,,,,,
1911,7,07-08-2018 00:00,11:17:00,,,,,,,,,,,
2038,7,31-12-2018 00:00,03:08:00,,,,,,,,,,,
2054,7,03-07-2017 00:00,15:40:00,,,,,,,,,,,
2290,7,04-05-2017 00:00,00:17:00,,,,,,,,,,,
2448,7,01-07-2018 00:00,01:28:00,10,,,,,,,,,,
2465,7,25-03-2018 00:00,19:10:00,,,,,,,,,,,
2489,7,14-12-2018 00:00,08:06:00,1,,,,,,,,,,
2677,7,24-09-2018 00:00,04:22:00,10,,,,,,,,,,
2849,7,18-01-2018 00:00,02:33:00,1,,,,,,,,,,
2948,7,26-11-2018 00:00,19:08:00,,,,,,,,,,,
2983,7,08-03-2018 00:00,12:59:00,,,,,,,,,,,
3105,7,21-09-2018 00:00,13:00:00,13,,,,,,,,,,
3115,7,05-02-2018 00:00,17:45:00,,,,,,,,,,,
3592,7,10-02-2017 00:00,20:39:00,3,,,,,,,,,,
3937,7,25-11-2016 00:00,13:42:00,,,,,,,,,,,
4028,7,24-01-2018 00:00,06:38:00,1,,,,,,,,,,
4076,7,20-08-2017 00:00,22:07:00,19,,,,,,,,,,
4166,7,07-12-2017 00:00,05:53:00,,,,,,,,,,,
4252,7,21-11-2016 00:00,02:41:00,,,,,,,,,,,
4376,7,18-07-2018 00:00,08:11:00,,,,,,,,,,,
4779,7,29-08-2018 00:00,19:36:00,,,,,,,,,,,
4808,7,18-07-2017 00:00,02:51:00,,,,,,,,,,,
5022,7,03-02-2017 00:00,04:50:00,,,,,,,,,,,
5400,7,10-03-2018 00:00,14:27:00,7,,,,,,,,,,
5568,7,07-02-2018 00:00,00:26:00,16,,,,,,,,,,
5617,7,29-07-2018 00:00,18:06:00,7,,,,,,,,,,
5751,7,20-12-2018 00:00,01:23:00,19,,,,,,,,,,
5756,7,28-06-2018 00:00,23:46:00,,,,,,,,,,,
13330,7,27-03-2017 00:00,20:15:00,4,,,,,,,,,,
13330,7,02-09-2017 00:00,04:18:00,4,,,,,,,,,,
5949,7,18-06-2018 00:00,07:25:00,2,,,,,,,,,,
5983,7,10-09-2018 00:00,11:31:00,16,,,,,,,,,,
6028,7,02-07-2017 00:00,14:21:00,,,,,,,,,,,
6047,7,14-05-2018 00:00,22:26:00,10,,,,,,,,,,
6099,7,20-10-2018 00:00,01:36:00,6,,,,,,,,,,
6272,7,12-12-2017 00:00,23:15:00,,,,,,,,,,,
6479,7,16-01-2017 00:00,04:24:00,10,,,,,,,,,,
6521,7,19-07-2017 00:00,19:47:00,13,,,,,,,,,,
6716,7,31-05-2018 00:00,13:10:00,6,,,,,,,,,,
6755,7,20-04-2018 00:00,20:20:00,,,,,,,,,,,
6780,7,27-07-2017 00:00,12:28:00,19,,,,,,,,,,
6786,7,03-08-2017 00:00,15:34:00,,,,,,,,,,,
